

     REGION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP

          OCTOBER 27, 1988

          3200 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MN


   FINISH ORDER
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL
     32    31       O'Connor Maggie               13:54.0     10     Rochester Lourdes
     33    32       Mau Michelle                  13:55.3     10     LaCrescent
     34    33       Cozad Susan                   13:55.7     11     LaCrescent
     35    34       Heimer Kari                   13:57.4      8     Zumbrota-Mazeppa/Kenyon
     36    35       Markson Nicole                13:59.2     10     Zumbrota-Mazeppa/Kenyon
     37    36       Rediske Krista                14:00.1     11     St. Charles/Dover-Eyota
     38     *       Avelsgaard Amy                14:03.1     12     Ellen-Gen/New Rich-Hart
     39    37       Schroeder Heidi               14:04.7      7     Stewartville
     40    38       McGuire Debbie                14:05.8     11     St. Charles/Dover-Eyota
     41    39       Stucky Jennifer               14:07.6      7     Plainview
     42    40       Krambeer Dena                 14:09.5      8     Pine Island
     43    41       Humfeld Amy                   14:10.3      9     LaCrescent
     44    42       Edwards Carie                 14:12.5     11     Winona Cotter
     45    43       Kukowski Jenny                14:14.8     10     Winona Cotter
     46    44       Pruett Melonie                14:16.9      8     LaCrescent
     47     *       Bellrichard Renee             14:17.9     10     Austin Pacelli
     48    45       McGuire Amy                   14:26.2      9     St. Charles/Dover-Eyota
     49    46       Rodenwald Kathy               14:28.2     11     Rochester Lourdes
     50    47       Ormsby Rebekah                14:30.3      8     Pine Island
     51    48       Glaser Becky                  14:42.2      9     Byron
     52    49       Ropp Michele                  14:44.3     10     Byron
     53    50       Weinhold Sarah                14:44.6      9     Stewartville
     54    51       Gibbs Hollie                  14:45.0      8     Lewiston
     55    52       Hinckley Heidi                14:53.1     10     St. Charles/Dover-Eyota
     56    53       Beech Angie                   14:56.6      9     Byron
     57    54       Berryman Jana                 14:56.9      7     Pine Island
     58    55       Bilicki Jaime                 14:57.5      8     Winona Cotter
     59    56       Monson Amy                    14:58.4      8     Byron
     60    57       Boyer Cary                    15:02.6      9     LaCrescent
     61     *       Brown Starr                   15:10.0      8     Kasson-Mantorville
     62    58       Currit Emily                  15:11.6      8     Byron
     63    59       Reitmaier Amy                 15:13.4      8     Winona Cotter
     64    60       Bromeland Sarah               15:16.0     10     Lewiston
     65     *       Besch Joyce                   15:17.2      9     Kasson-Mantorville
     66    61       Johnson Tonya                 15:17.5      9     Pine Island
     67    62       Grobe Joanne                  15:26.6     11     Elgin-Millville
     68     *       Richard Tera                  15:29.1     10     Waseca
     69    63       Stromme Karla                 15:31.4     10     Byron
     70    64       Harper Kim                    15:37.5      9     Pine Island
     71    65       Sugden Tanya                  15:38.4     10     Stewartville
     72    66       Cichanowski Heather           15:40.1     10     Winona Cotter
     73    67       Paradis Kristie               15:43.9      8     Stewartville
     74    68       Montgomery Annette            15:45.8      9     Zumbrota-Mazeppa/Kenyon
     75    69       Oelkers Shiloh                15:50.7      9     Pine Island
     76    70       Salway Marie                  15:59.8      9     Lewiston
     77    71       Mosley Amy                    16:13.3     11     Byron
     78     *       Holtz Sarah                   16:17.6     12     Kasson-Mantorville
     79    72       Tungland Kelly                16:25.0     11     Zumbrota-Mazeppa/Kenyon
     80    73       VanLuesdan Odette             16:28.2     12     Zumbrota-Mazeppa/Kenyon
     81     *       Brown Stacy                   16:47.5      9     Kasson-Mantorville
     82     *       Meister Tracy                 16:47.8     10     Waseca
     83    74       Meier Heather                 16:54.3      8     Lewiston
     84    75       Cordes Mary                   17:21.6     11     Zumbrota-Mazeppa/Kenyon
     85    76       Madsen Stephanie              17:24.4      7     Stewartville
     86    77       Vagts Molly                   17:33.4     10     Stewartville
     87    78       Kreidermacher Heather         18:56.0      7     Lewiston


