

     REGION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP                  

          OCTOBER 27, 1988         

          5000 METERS              

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MN                


   FINISH ORDER
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL
     66     *       Nesdahl Dan                   19:51.6     11     Ellen-Gen/New Rich-Hart  
      7     7       Omar Ali                      17:34.4     11     Winona Cotter            
      1     1       Omar Mahdi                    16:57.8     12     Winona Cotter            
    104   101       Packard Mark                  22:01.9     10     Kasson-Mantorville       
      9     9       Parry Jim                     17:36.5     12     Stewartville             
     33    33       Persons Chad                  18:42.7     11     St. Charles/Dover-Eyota  
     76    75       Prenzlow Chad                 20:11.2     10     Kasson-Mantorville       
     43    43       Prigge Jeremiah               19:02.7     10     Lewiston                 
     93    91       Prigge Mike                   21:04.0     12     Kasson-Mantorville       
     32    32       Pulk Dennis                   18:40.7     12     Winona Cotter            
     21    21       Rauk Randall                  18:16.4     12     Zumbrota-Mazeppa/Kenyon  
    102   100       Roberts Joe                   21:49.1      8     Pine Island              
     57    57       Rogness Ryan                  19:39.8      9     Rochester Lourdes        
     59    59       Schierts Jason                19:41.9     12     Lake City                
     34    34       Schmidtknedt Shawn            18:47.5     10     Waseca                   
     31    31       Spears Tom                    18:40.4     10     Rochester Lourdes        
     11    11       Spring Francis                17:44.0     10     Winona Cotter            
     45    45       Steffenhagen Ryan             19:13.9     11     Lake City                
     71    70       Stelling Rick                 19:58.9     12     Elgin-Millville          
     64    64       Storm Charles                 19:50.8     12     Lewiston                 
    105   102       Strain Brandon                22:04.6     10     Kasson-Mantorville       
     47    47       Strusz Steve                  19:16.0     12     Zumbrota-Mazeppa/Kenyon  
     26    26       Sundberg Sean                 18:25.4     11     Byron                    
     99    97       Sykora Steve                  21:33.9     10     Waseca                   
     86    85       Teskey JJ                     20:39.6     10     Waseca                   
     36    36       Tomashek Steve                18:50.0     12     Winona Cotter            
     98    96       VanWalsteyn David             21:30.6     12     Lewiston                 
     48    48       Welch Morry                   19:16.6     11     LaCrescent               
     67    66       Wente Pat                     19:52.6     11     Rochester Lourdes        
     41    41       Wieser Todd                   18:58.6     10     LaCrescent               
    100    98       Wood Eric                     21:38.5     12     Waseca                   
