

     REGION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 27, 1988         

          3200 METERS              

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MN                


   FINISH ORDER
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL
     21    20       Schoberg Kelly                13:36.0      8     Plainview                
     39    37       Schroeder Heidi               14:04.7      7     Stewartville             
      8     8       Schumacher Trisha             13:08.2      8     Plainview                
     16    16       Sievers Sara                  13:23.5      8     Rochester Lourdes        
      4     4       Sievers Stacy                 12:48.1     10     Rochester Lourdes        
     69    63       Stromme Karla                 15:31.4     10     Byron                    
     41    39       Stucky Jennifer               14:07.6      7     Plainview                
     71    65       Sugden Tanya                  15:38.4     10     Stewartville             
     79    72       Tungland Kelly                16:25.0     11     Zumbrota-Mazeppa/Kenyon  
     86    77       Vagts Molly                   17:33.4     10     Stewartville             
     80    73       VanLuesdan Odette             16:28.2     12     Zumbrota-Mazeppa/Kenyon  
      1     1       Wachholz Amy                  12:07.9      9     Lewiston                 
     53    50       Weinhold Sarah                14:44.6      9     Stewartville             
