

     REGION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP

          OCTOBER 29, 1987

          3200 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MN


   FINISH ORDER
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL
     49    48       Hinckley Heidi                13:55.7      9     Dover-Eyota/St. Charles
     50     *       Avelsgaard Amy                13:58.3     11     Ellendale-Geneva
     51    49       Bromeland Sarah               13:58.7      9     La Crescent
     52    50       Knauss Carrie                 14:01.2     11     Waseca
     53    51       Beech Angie                   14:02.9      8     Byron
     54    52       Ropp Michele                  14:03.8      9     Byron
     55    53       Cichanowski Heather           14:04.9      9     Winona Cotter
     56    54       Boyer Cary                    14:06.9      8     La Crescent
     57    55       Cozad Susan                   14:07.0     10     La Crescent
     58    56       Pruett Melanie                14:08.0      7     La Crescent
     59    57       Bowen Denise                  14:08.4     12     Zumbrota-Mazeppa/Kenyon
     60    58       Biliki Jami                   14:12.7      7     Winona Cotter
     61    59       Johnson Tonya                 14:13.1      8     Pine Island
     62    60       Anderson Rachel               14:14.1     11     Stewartville
     63    61       Mau Michelle                  14:14.6      9     La Crescent
     64    62       Bakke Lisa                    14:15.9     11     Pine Island
     65    63       Brown Starr                   14:17.2      7     Kasson-Mantorville
     66    64       Nurminen Miki                 14:18.8     12     Zumbrota-Mazeppa/Kenyon
     67    65       Schumacher Rachel             14:20.5      8     Winona Cotter
     68    66       Jones Charlotte               14:21.8     12     Byron
     69    67       Besch Joyce                   14:26.2      8     Kasson-Mantorville
     70    68       Bahr Nikki                    14:27.2      9     La Crescent
     71     *       Sears Mary                    14:29.8     11     Caledonia-Spring Grove
     72    69       Sugden Tanya                  14:34.4      9     Stewartville
     73    70       Montgomery Annette            14:35.4      8     Zumbrota-Mazeppa/Kenyon
     74     *       Bellrichard Renee             14:37.0      9     Austin Pacelli
     75    71       Kennedy Krystal               14:37.2      9     La Crescent
     76     *       Novak Danielle                14:39.2      8     Austin Pacelli
     77    72       Stromme Karla                 14:40.4      9     Byron
     78     *       Moenck Angie                  14:41.6     12     Caledonia-Spring Grove
     79     *       Kappler Dawn                  14:44.8     12     Caledonia-Spring Grove
     80     *       Esch Tina                     14:45.8     11     Caledonia-Spring Grove
     81    73       Jensen Heather                14:49.4     11     Waseca
     82    74       Morlock Kasey                 14:54.6      7     Stewartville
     83    75       Bolles Missy                  14:57.4     11     Byron
     84    76       Harper Kim                    14:59.8      8     Pine Island
     85    77       Farr Tami                     15:01.3     11     Winona Cotter
     86    78       Tegtmeier Samantha            15:04.9      9     Lewiston-Altura
     87    79       Oelkers Shiloh                15:08.9      8     Pine Island
     88    80       Brown Stacy                   15:10.9      8     Kasson-Mantorville
     89    81       Salway Marie                  15:15.8      8     Lewiston-Altura
     90    82       Galazen Sue                   15:21.7      8     Stewartville
     91    83       Speltz Rebbecca               15:30.3      7     Lewiston-Altura
     92    84       Gibbs Hollie                  15:31.7      7     Lewiston-Altura
     93    85       Vagts Molly                   15:33.2      9     Stewartville
     94    86       Weinhold Sarah                15:37.8      8     Stewartville
     95    87       Holtan Tammy                  15:41.7     11     Stewartville
     96    88       Holtz Sarah                   15:49.4     11     Kasson-Mantorville
     97    89       Franklin Jesse                16:03.9      9     Byron
     98    90       Hindrichs Susan               16:17.1     10     Lewiston-Altura


